"ID","niscode","twtot","TOTAALBEV","DENSITEIT","diff","aandeel","originID.x","destID.x","oX","oY","stay","originID.y","move_to","destID.y","move_from","resident","inflow","outflow","resident255","inflow255","outflow255"
127,11004,3684,12724,616.02171587901,-71,29,127,127,4.51446130450724,51.1668283786372,1178,127,3921,127,2120,0.163180495913561,0.293669483307937,0.543150020778501,41.6110264579582,74.885718243524,138.503255298518
128,31003,4844,15357,214.256388790812,-68.5,31.5,128,128,3.34091211078539,51.1492902033459,2352,128,4142,128,2185,0.270998963014172,0.251757114874986,0.477243922110842,69.1047355686139,64.1980642931213,121.697200138265
129,72038,2080,11940,155.674229848359,-82.6,17.4,129,129,5.34394976666108,51.1424983772272,1109,129,3420,129,784,0.208733295689817,0.147562582345191,0.643704121964991,53.2269904009034,37.6284584980237,164.144551101073
130,11029,9662,25143,3230.01432650033,-61.6,38.4,130,130,4.452553869491,51.1761685124703,2021,130,7734,130,6937,0.121075964533908,0.415588305775222,0.46333572969087,30.8743709561467,105.975017972682,118.150611071172
131,44019,8875,33692,448.98938475661,-73.7,26.3,131,131,3.70836216036791,51.1442658790639,4156,131,10244,131,4106,0.224575813249757,0.221873986815087,0.553550199935156,57.266832378688,56.5778666378472,141.155300983465
132,44021,158673,248242,1589.44937842363,-36.1,63.9,132,132,3.72854744943898,51.0811106851466,61228,132,40160,132,96641,0.309187038262073,0.488014381731969,0.202798580005959,78.8426947568285,124.443667341652,51.7136379015195
133,12026,4004,22065,564.447482913409,-81.9,18.1,133,133,4.66938612762929,51.151882102318,2254,133,6925,133,1376,0.213548081477973,0.130364756039792,0.656087162482236,54.454760776883,33.2430127901468,167.30222643297
134,31022,7505,22764,285.816668018491,-67,33,134,134,3.22859737179252,51.1148820651446,2981,134,6711,134,3968,0.218228404099561,0.290483162518302,0.491288433382138,55.648243045388,74.0732064421669,125.278550512445
135,46025,9520,28889,723.695857553288,-67,33,135,135,4.20660372491825,51.1391864119907,3662,135,7737,135,5083,0.222181774056547,0.308397039194273,0.469421186749181,56.6563523844194,78.6412449945395,119.702402621041
136,11013,7936,21064,2434.51969552323,-62.3,37.7,136,136,4.42486211361973,51.1550762700239,1710,136,6399,136,5629,0.124472266705488,0.40973940893871,0.465788324355801,31.7404280098995,104.483549279371,118.776022710729
137,13012,2054,8747,371.413704932172,-76.5,23.5,137,137,4.75720783149793,51.1387551052903,800,137,2756,137,914,0.178970917225951,0.204474272930649,0.6165548098434,45.6375838926174,52.1409395973154,157.221476510067
138,31040,8514,22320,369.928934364514,-61.9,38.1,138,138,3.13547693409898,51.1251867819373,3295,138,6411,138,4861,0.226196196883367,0.333699457678314,0.440104345438319,57.6800302052585,85.0933617079701,112.226608086771
139,44072,1744,7980,364.239013640751,-78.1,21.9,139,139,3.61448638686296,51.1482700321031,905,139,2340,139,652,0.232229920451629,0.167308185783936,0.600461893764434,59.2186297151655,42.6635873749038,153.117782909931
140,12021,18130,34276,689.615419089346,-47.1,52.9,140,140,4.57202895297732,51.1170048199259,5425,140,8616,140,11933,0.208862708862709,0.459420959420959,0.331716331716332,53.2599907599908,117.152344652345,84.5876645876646
141,44080,1838,8214,211.802111848069,-77.6,22.4,141,141,3.55726520789799,51.1266281707399,1035,141,2342,141,645,0.257334659373446,0.160367976131278,0.582297364495276,65.6203381402288,40.8938339134759,148.485827946295
142,13021,2148,9913,273.181840917117,-78.3,21.7,142,142,5.08220947020458,51.1282542914173,988,142,2984,142,948,0.200813008130081,0.192682926829268,0.60650406504065,51.2073170731707,49.1341463414634,154.658536585366
143,11021,1774,8199,1369.47678604059,-78.4,21.6,143,143,4.47297436160293,51.14811650272,639,143,2313,143,919,0.165073624386463,0.237406354947042,0.597520020666494,42.0937742185482,60.5386205114957,152.367605269956
144,31005,69071,117170,846.590576644149,-41.1,58.9,144,144,3.21688688801064,51.2408730843953,31826,144,17965,144,35964,0.37112704798554,0.419380794122792,0.209492157891668,94.6373972363128,106.942102501312,53.4205002623754
145,62027,991,6996,194.019205460847,-85.8,14.2,145,145,5.75891099107442,50.7171069101147,647,145,2055,145,178,0.224652777777778,0.0618055555555556,0.713541666666667,57.2864583333333,15.7604166666667,181.953125
146,62060,2511,8997,254.458028580696,-72.1,27.9,146,146,5.5507114634106,50.7146879920699,713,146,2632,146,1288,0.153895963738398,0.278005611914526,0.568098424347075,39.2434707532916,70.8914310382042,144.865098208504
147,62009,3208,11689,146.163660935419,-72.6,27.4,147,147,5.70944615261162,50.4548916075116,1457,147,2626,147,1458,0.262948926186609,0.263129399025447,0.473921674787944,67.0519761775853,67.0979967514889,120.850027070926
148,62119,3771,13130,503.631787397269,-71.3,28.7,148,148,5.70980555190512,50.6725102641198,1405,148,3843,148,2007,0.193659545141282,0.276636802205376,0.529703652653343,49.3831840110269,70.5423845623708,135.074431426602
149,62051,18912,38772,1646.96254307124,-51.2,48.8,149,149,5.59941046392781,50.6840360031723,3961,149,8226,149,13942,0.151594014313598,0.53358337479429,0.314822610892112,38.6564736499675,136.063760572544,80.2797657774886
150,38016,4345,11368,366.657280911147,-61.8,38.2,150,150,2.77991235259413,51.1221933920665,1813,150,1863,150,2160,0.310657984921179,0.370116518163125,0.319225496915696,79.2177861549006,94.379712131597,81.4025017135024
151,35006,2704,13898,306.564321211381,-80.5,19.5,151,151,3.03314356131143,51.1110525033234,1699,151,4268,151,850,0.249229866510195,0.124688279301746,0.626081854188059,63.5536159600997,31.7955112219451,159.650872817955
152,46014,15569,39882,590.867378852335,-61,39,152,152,3.96108753154573,51.1160703057194,6981,152,9340,152,7693,0.290705421837262,0.320354793037395,0.388939785125344,74.1298825685017,81.6904722245357,99.1796452069626
153,44029,1761,8216,220.421664820474,-78.6,21.4,153,153,3.45489556121264,51.1346364430695,993,153,2363,153,578,0.252414844941535,0.146924250127097,0.600660904931368,64.3657854600915,37.4656837824098,153.168530757499
154,11024,12193,20739,876.209387806836,-41.2,58.8,154,154,4.43565884731907,51.1216657061882,2200,154,6296,154,9052,0.12537041258263,0.515842261226351,0.358787326191019,31.9694552085708,131.539776612719,91.4907681787098
155,42023,2265,10558,330.705366858217,-78.5,21.5,155,155,4.07255459920492,51.121373785469,1135,155,2996,155,940,0.223821731413922,0.185367777558667,0.590810491027411,57.0745415105502,47.2687832774601,150.65667521199
156,72021,7110,24828,322.802124222079,-71.4,28.6,156,156,5.71461315518137,51.0875455709368,3720,156,5184,156,3126,0.309226932668329,0.259850374064838,0.430922693266833,78.8528678304239,66.2618453865337,109.885286783042
157,12002,2804,10960,446.038353275236,-74.4,25.6,157,157,4.65344477041459,51.1117362283912,1041,157,3360,157,1396,0.179575642573745,0.240814214248749,0.579610143177506,45.791788856305,61.4076246334311,147.800586510264
158,11025,1371,8620,1546.78458117757,-84.1,15.9,158,158,4.48809733678103,51.126921493082,596,158,2978,158,534,0.14508276533593,0.129990262901655,0.724926971762415,36.9961051606621,33.1475170399221,184.856377799416
159,11038,2805,8088,1037.04752262579,-65.3,34.7,159,159,4.33362675959245,51.126201985863,496,159,2681,159,1576,0.104355144119503,0.331580054702293,0.564064801178203,26.6105617504734,84.5529139490848,143.836524300442
160,32010,2065,8535,217.811504520399,-75.8,24.2,160,160,2.96401970988194,51.0882961256766,1223,160,2259,160,646,0.296269379844961,0.156492248062016,0.547238372093023,75.5486918604651,39.905523255814,139.545784883721
161,71069,2624,10393,317.923569069393,-74.8,25.2,161,161,5.15427853932109,51.1012855538413,927,161,3112,161,1417,0.169904692082111,0.259714076246334,0.570381231671554,43.3256964809384,66.2270894428152,145.447214076246
162,12007,8697,20866,456.005201247862,-58.3,41.7,162,162,4.24445447479982,51.0988992537584,3300,162,5339,162,4586,0.24952741020794,0.346767485822306,0.403705103969754,63.6294896030246,88.4257088846881,102.944801512287
163,12014,13091,40512,468.56485785079,-67.7,32.3,163,163,4.7351478607122,51.0723353836694,6318,163,11057,163,6051,0.269700332963374,0.258302740544694,0.471996926491932,68.7735849056604,65.867198838897,120.359216255443
164,44036,2269,9469,486.067111346123,-76,24,164,164,3.62721551858264,51.101228982249,877,164,2829,164,1117,0.181837030893635,0.231598590089156,0.586564379017209,46.3684428778768,59.0576404727348,149.573916649388
165,11030,1743,9461,1794.98845143779,-81.6,18.4,165,165,4.3421627947652,51.1087351392935,546,165,3218,165,885,0.117444611744461,0.190363519036352,0.692191869219187,29.9483759948376,48.5426973542697,176.508926650893
166,71004,12009,43661,557.639225697736,-72.5,27.5,166,166,5.24242607757478,51.0691810660918,5663,166,11114,166,5684,0.252125907127911,0.253060861048039,0.494813231824051,64.2921063176172,64.5305195672499,126.177374115133
167,44001,7674,19860,242.430542703475,-61.4,38.6,167,167,3.45024711896007,51.0801656468725,3533,167,5080,167,3711,0.286676403765011,0.30111976630964,0.412203829925349,73.1024829600779,76.7855404089581,105.111976630964
168,38008,2529,10748,449.765526033172,-76.5,23.5,168,168,2.59788021088133,51.0775297547626,1369,168,1871,168,915,0.329482551143201,0.220216606498195,0.450300842358604,84.0180505415162,56.1552346570397,114.826714801444
169,72039,9719,30356,387.842896029906,-68,32,169,169,5.40105944998337,51.0490053339062,3718,169,7801,169,5467,0.218886141528317,0.321853290945485,0.459260567526198,55.815966089721,82.0725891910986,117.11144471918
170,42008,5858,24436,607.647898827868,-76,24,170,170,4.13767787942944,51.0823969343019,3346,170,6546,170,2071,0.279695728496197,0.173117111092535,0.547187160411268,71.3224107665301,44.1448633285965,139.532725904873
171,32003,5917,16432,109.985274744113,-64,36,171,171,2.86061506212872,51.0447071720284,3201,171,3585,171,2458,0.346278667243617,0.265902206836867,0.387819125919515,88.3010601471225,67.8050627434011,98.8938771094764
172,13053,4754,15533,365.618853514087,-69.4,30.6,172,172,5.01697441578848,51.0820518616861,1579,172,4898,172,2814,0.169949413410828,0.302873748789151,0.527176837800022,43.3371004197611,77.2328059412335,134.430093639005
173,12009,6258,16941,745.890831011148,-63.1,36.9,173,173,4.51126029856558,51.0968996443853,2048,173,4826,173,3804,0.191796216519948,0.356246488106387,0.451957295373665,48.9080352125866,90.8428544671287,115.249110320285
174,11005,6294,17166,2330.63173208189,-63.3,36.7,174,174,4.37244480013576,51.0952344423863,1455,174,4959,174,4088,0.138545039040183,0.389259188725957,0.47219577223386,35.3289849552466,99.261093125119,120.409921919634
175,42028,7309,20762,628.063993797891,-64.8,35.2,175,175,4.03690916327585,51.0691952515778,3260,175,5002,175,3555,0.275873741220276,0.300837776085301,0.423288482694423,70.3478040111703,76.7136329017517,107.938563087078
176,38025,7029,11516,119.535348785537,-39,61,176,176,2.67444046694339,51.0457388849464,2705,176,1865,176,3951,0.317451003403356,0.463677972069006,0.218871024527638,80.9500058678559,118.237882877597,55.8121112545476
177,37018,4034,13949,203.870946431663,-71.1,28.9,177,177,3.26781253733585,51.0570362359342,2374,177,3650,177,1356,0.321680216802168,0.183739837398374,0.494579945799458,82.0284552845528,46.8536585365854,126.117886178862
178,12030,9322,16704,499.952904939181,-44.2,55.8,178,178,4.30761243075146,51.0683382942886,2465,178,4688,178,6100,0.185995623632385,0.46027314570286,0.353731230664755,47.4288840262582,117.369652154229,90.2014638195126
179,31033,7376,20149,445.451433269666,-63.4,36.6,179,179,3.09737406676697,51.058699871322,3276,179,5361,179,3694,0.265671883869921,0.299570188954667,0.434757927175412,67.7463303868299,76.3903981834401,110.86327142973
180,71057,8157,18107,352.606376876686,-55,45,180,180,5.08328815408248,51.0591227114151,2501,180,4937,180,5019,0.200770651039576,0.402905996628402,0.396323352332022,51.1965160150919,102.741029140242,101.062454844666
181,72041,5769,19947,304.040056282849,-71.1,28.9,181,181,5.71937511163867,51.0348591028858,2762,181,4475,181,2773,0.275924075924076,0.277022977022977,0.447052947052947,70.3606393606394,70.6408591408591,113.998501498501
182,44049,2937,11908,229.464643839868,-75.3,24.7,182,182,3.55573488152348,51.0589168222085,1442,182,3537,182,1114,0.236665025439028,0.18283275890366,0.580502215657312,60.3495814869522,46.6223535204333,148.028064992614
183,13013,2619,14399,275.214273970448,-81.8,18.2,183,183,4.88824265131623,51.0531298251581,1382,183,4531,183,955,0.201223063482819,0.13905066977286,0.659726266744321,51.3118811881188,35.4579207920792,168.230198019802
184,37012,1719,5174,171.31586377283,-66.8,33.2,184,184,3.39221278119783,51.0577263970377,835,184,1278,184,621,0.305413313825896,0.22713972201902,0.467446964155084,77.8803950256035,57.92062911485,119.198975859546
185,13016,2272,10061,580.034833221969,-77.4,22.6,185,185,4.81408140011338,51.0634809277075,918,185,3266,185,1094,0.173929518757105,0.207275483137552,0.618794998105343,44.3520272830618,52.8552482000758,157.792724516862
186,12029,3552,16726,478.489924019485,-78.8,21.2,186,186,4.63718168119739,51.0555109635683,1720,186,5319,186,1546,0.200349446709377,0.180081537565521,0.619569015725102,51.0891089108911,45.9207920792079,157.990099009901
187,12035,6821,20349,563.429605895818,-66.5,33.5,187,187,4.52928345758016,51.0639553707909,2202,187,6278,187,3900,0.177867528271406,0.315024232633279,0.507108239095315,45.3562197092084,80.3311793214863,129.312600969305
188,12040,8011,24825,905.844200270932,-67.7,32.3,188,188,4.36696214632878,51.0619869852679,2680,188,6997,188,4544,0.188453695239435,0.319527459391041,0.492018845369524,48.0556922860558,81.4795021447156,125.464805569229
189,12034,1430,8124,521.577106899616,-82.4,17.6,189,189,4.23539183946585,51.0581365522976,711,189,2487,189,553,0.189549453479072,0.147427352705945,0.663023193814983,48.3351106371634,37.593974940016,169.070914422821
190,12025,46983,82325,1262.89063109418,-42.9,57.1,190,190,4.43670365950219,51.0349659766699,13275,190,20144,190,32716,0.200725788160581,0.494685113782415,0.304589098057005,51.1850759809481,126.144704014516,77.6702200045362
191,71047,4740,10162,406.82117651147,-53.4,46.6,191,191,5.5800666316577,51.0456502437439,1292,191,2860,191,3169,0.176478623138915,0.432864362791968,0.390657014069116,45.0020489004234,110.380412511952,99.6175385876246
192,71070,9934,32003,601.253917741445,-69,31,192,192,5.28680348448645,51.0190536266284,3713,192,8239,192,5538,0.212292738707833,0.31663807890223,0.471069182389937,54.1346483704974,80.7427101200686,120.122641509434
193,42003,2536,14690,388.421650342513,-82.7,17.3,193,193,3.98020022254199,51.0394489032863,1478,193,4781,193,772,0.210211918645996,0.109799459536339,0.679988621817665,53.6040392547291,27.9988621817665,173.397098563504
194,44013,5492,17685,665.73359814611,-68.9,31.1,194,194,3.81230807212327,51.0433182794094,1725,194,5467,194,3234,0.165451755227316,0.310186073278343,0.524362171494341,42.1901975829657,79.0974486859774,133.712353731057
195,42010,2503,12290,383.271989544315,-79.6,20.4,195,195,3.88679719498646,51.0425304470149,1369,195,3827,195,860,0.22605680317041,0.142007926023778,0.631935270805812,57.6444848084544,36.2120211360634,161.143494055482
196,42006,16897,44484,798.998841017013,-62,38,196,196,4.09371300842237,51.030692486294,7165,196,11909,196,8619,0.258729642870039,0.311233885819521,0.430036471310439,65.97605893186,79.3646408839779,109.659300184162
197,32011,3782,12267,223.037190901581,-69.2,30.8,197,197,3.00294109662317,51.0227647701191,1996,197,3100,197,1535,0.301010405670336,0.23148846327854,0.467501131051124,76.7576534459358,59.0295581360278,119.212788418036
198,36011,2754,8512,328.250502334716,-67.6,32.4,198,198,3.1496703445151,51.0252278204925,1165,198,2444,198,1307,0.236981285598047,0.26586655817738,0.497152156224573,60.430227827502,67.7959723352319,126.773799837266
199,24020,10846,23259,399.646598246954,-53.4,46.6,199,199,5.08074902695525,51.0060118215121,3439,199,5934,199,6656,0.214548630607025,0.415247364152474,0.370204005240502,54.7099008047913,105.888077858881,94.4020213363279
200,24134,3633,22592,447.370048476244,-83.9,16.1,200,200,4.97594508205199,51.0009015050392,1996,200,7307,200,1227,0.189553656220323,0.116524216524217,0.693922127255461,48.3361823361823,29.7136752136752,176.950142450142
201,71002,1416,8004,362.691792997058,-82.3,17.7,201,201,5.58888319032434,51.009168682007,620,201,2361,201,727,0.167206040992449,0.196062567421791,0.636731391585761,42.6375404530744,49.9959546925566,162.366504854369
202,38002,1089,4990,62.3673677933663,-78.2,21.8,202,202,2.68044901984064,50.9769095840976,772,202,1250,202,240,0.341290893015031,0.106100795755968,0.552608311229001,87.0291777188329,27.0557029177719,140.915119363395
203,24001,10549,28755,459.969791238019,-63.3,36.7,203,203,4.87201145445988,50.9906724070531,4090,203,8171,203,5734,0.227285357043623,0.31864406779661,0.454070575159767,57.9577660461239,81.2542372881356,115.78799666574
204,71016,38428,65264,742.863997041292,-41.1,58.9,204,204,5.48866063120719,50.967754902534,12552,204,10225,204,24621,0.264821300476813,0.519452297565298,0.215726401957889,67.5294316215874,132.460335879151,55.0102324992616
205,24109,2770,14679,680.392969467325,-81.1,18.9,205,205,4.72313627318606,51.0001496228481,1372,205,4631,205,1050,0.194527151566709,0.148872820076563,0.656600028356728,49.6044236495108,37.9625691195236,167.433007230966
206,44064,3092,8378,584.080956492871,-63.1,36.9,206,206,3.62428820122263,51.0129656660189,1015,206,2007,206,1485,0.22520523629909,0.329487463944974,0.445307299755935,57.427335256268,84.0193033059685,113.553361437763
207,37011,2899,6763,196.475782827296,-57.1,42.9,207,207,3.27469949037245,50.9990589273942,1210,207,1644,207,1494,0.278288868445262,0.34360625574977,0.378104875804968,70.9636614535419,87.6195952161913,96.4167433302668
208,42026,2260,11374,497.427102700985,-80.1,19.9,208,208,3.9544323179227,51.0012643180817,1105,208,3710,208,923,0.192575810386894,0.160857441617288,0.646566747995817,49.1068316486581,41.0186476124085,164.874520738933
209,23039,2457,9161,600.854405651298,-73.2,26.8,209,209,4.35848972149973,51.0112473771127,1020,209,2888,209,1111,0.203227734608488,0.221358836421598,0.575413428969914,51.8230723251644,56.4465032875075,146.730424387328
210,44011,13346,29724,393.513092101406,-55.1,44.9,210,210,3.52019421510688,50.9918463844371,5312,210,7660,210,7003,0.265932415519399,0.350588235294118,0.383479349186483,67.8127659574468,89.4,97.7872340425532
211,24048,2882,12774,694.755968461756,-77.4,22.6,211,211,4.6586199652402,51.0097153828783,1345,211,3607,211,1132,0.221071663379356,0.186061801446417,0.592866535174227,56.3732741617357,47.4457593688363,151.180966469428
212,42025,9613,24130,657.904207838619,-60.2,39.8,212,212,3.87705799227324,50.9941281649144,3601,212,6516,212,5328,0.233149886694723,0.344966008416963,0.421884104888313,59.4532211071544,87.9663321463257,107.58044674652
213,44040,4652,11016,724.107297504176,-57.8,42.2,213,213,3.80279567137469,50.9977335889946,989,213,3418,213,3151,0.130854723471818,0.41690923524742,0.452236041280762,33.3679544853136,106.311854988092,115.320190526594
214,37020,4299,9088,262.840562615314,-52.7,47.3,214,214,3.20915198083227,50.9803492128534,1521,214,2278,214,2565,0.239000628535512,0.403048397234444,0.357950974230044,60.9451602765556,102.777341294783,91.2774984286612
215,71066,5407,20887,530.944153277148,-74.1,25.9,215,215,5.37546058192578,50.991689328483,2376,215,6253,215,2788,0.208110712095997,0.244197249715337,0.547692038188666,53.0682315844793,62.2702986774109,139.66146973811
216,42011,4381,18397,683.485225543809,-76.2,23.8,216,216,4.12366586841303,50.996280447455,1959,216,5861,216,2058,0.198319497874064,0.208341769588986,0.593338732536951,50.5714719578862,53.1271512451913,151.301376796922
217,32030,1192,3299,52.4160319080966,-63.9,36.1,217,217,2.77893976716079,50.9609386897477,626,217,681,217,490,0.34835837506956,0.272676683361157,0.378964941569282,88.8313856427379,69.5325542570952,96.6360601001669
218,44043,9640,23505,641.392027812265,-59,41,218,218,3.74497644500133,50.9789994336155,2597,218,7557,218,5996,0.160804953560372,0.371269349845201,0.467925696594427,41.0052631578947,94.6736842105263,119.321052631579
219,73107,9924,37369,489.901601869033,-73.4,26.6,219,219,5.676126756109,50.9648884472523,5312,219,6761,219,3961,0.331295996008482,0.247037545216415,0.421666458775103,84.4804789821629,62.9945740301859,107.524946987651
220,23096,3853,22249,519.419262696858,-82.7,17.3,220,220,4.46700421360981,50.9811597320258,1664,220,8121,220,1544,0.146879689292965,0.136287404007415,0.71683290669962,37.4543207697061,34.7532880218907,182.792391208403
221,44012,1819,10204,567.385351071076,-82.2,17.8,221,221,3.67298521513185,50.9911039706941,893,221,3219,221,542,0.191877954447787,0.116458960034379,0.691663085517834,48.9288783841856,29.6970348087667,176.374086807048
222,36006,4904,9895,261.521709592392,-50.4,49.6,222,222,3.0838484014625,50.9892738820643,1425,222,2793,222,3264,0.190457097032879,0.436246992782678,0.373295910184443,48.5665597433841,111.242983159583,95.1904570970329
223,24014,2697,11967,642.119497649747,-77.5,22.5,223,223,4.56918134780771,50.9819952270268,969,223,3827,223,1247,0.160350819129571,0.206354459705444,0.633294721164984,40.8894588780407,52.6203872248883,161.490153897071
224,32006,2444,9729,174.061815936527,-74.9,25.1,224,224,2.8991291618784,50.969687972973,1444,224,2600,224,853,0.294874412905861,0.17418827853788,0.530937308556259,75.1929752909945,44.4180110271595,135.389013681846
225,64015,831,5948,135.191822376674,-86,14,225,225,5.15122772967607,50.6101160352009,474,225,1626,225,203,0.205818497611811,0.088145896656535,0.706035605731654,52.4837168910117,22.4772036474164,180.039079461572
226,25023,2054,9946,373.325001522052,-79.3,20.7,226,226,4.56428137115541,50.6239704141207,765,226,3094,226,983,0.157992565055762,0.203015282940933,0.638992152003304,40.2881040892193,51.768897149938,162.942998760843
227,92035,2778,15415,149.940305957985,-82,18,227,227,4.89423654028887,50.5823445438636,1435,227,4754,227,800,0.20532264987838,0.114465588782372,0.680211761339247,52.357275718987,29.1887251395049,173.453999141508
228,63020,2801,15142,164.445885189165,-81.5,18.5,228,228,5.86782771767942,50.6121735529279,956,228,3258,228,1626,0.163698630136986,0.278424657534247,0.557876712328767,41.7431506849315,70.9982876712329,142.258561643836
229,64075,333,2718,111.179213037698,-87.7,12.3,229,229,5.02701729837347,50.6142075745242,229,229,591,229,45,0.264739884393064,0.0520231213872832,0.683236994219653,67.5086705202312,13.2658959537572,174.225433526012
230,53044,1327,10104,174.635931871868,-86.9,13.1,230,230,3.90482154511878,50.5302979352053,803,230,2861,230,370,0.199058006941001,0.0917203767972236,0.709221616261775,50.7597917699554,23.388696083292,180.851512146753
231,53070,7351,23004,327.803326553972,-68,32,231,231,3.80226594662717,50.4925751529684,2381,231,5269,231,4521,0.195628954071153,0.371456741434558,0.43291430449429,49.8853832881439,94.7214690658122,110.393147646044
232,55035,1590,8191,191.3933152958,-80.6,19.4,232,232,4.11394613689433,50.5126689107828,638,232,2282,232,673,0.177567492346229,0.187308655719454,0.635123851934317,45.2797105482883,47.7637072084609,161.956582243251
233,61079,499,4097,110.492529146214,-87.8,12.2,233,233,5.50251316484374,50.4853685103935,338,233,1203,233,65,0.210460772104608,0.0404732254047323,0.74906600249066,53.667496886675,10.3206724782067,191.011830635118
234,61041,1042,4029,99.8001643519708,-74.1,25.9,234,234,5.30019827827609,50.4705692342508,333,234,1088,234,381,0.184794672586016,0.211431742508324,0.60377358490566,47.122641509434,53.9150943396226,153.962264150943
235,93022,3878,11183,83.7377845363381,-65.3,34.7,235,235,4.64004075777207,50.2495436141661,1330,235,2554,235,2009,0.225691498387918,0.340912947564908,0.433395554047175,57.5513320889191,86.9328016290514,110.51586628203
236,83028,1305,5448,95.0528067368293,-76,24,236,236,5.43416184049067,50.2607018705936,599,236,1211,236,474,0.262259194395797,0.207530647985989,0.530210157618214,66.8760945709282,52.9203152364273,135.203590192644
237,91103,460,3148,48.0355123429904,-85.4,14.6,237,237,4.8227146442611,50.2596825705678,252,237,716,237,129,0.22971741112124,0.117593436645397,0.652689152233364,58.5779398359161,29.9863263445761,166.435733819508
238,91034,5167,13584,136.111455241876,-62,38,238,238,4.94518455057269,50.2441189857301,1937,238,2495,238,2706,0.271364527878958,0.379097786494816,0.349537685626226,69.1979546091342,96.6699355561782,89.1321098346876
239,56005,1510,7060,75.9354086100471,-78.6,21.4,239,239,4.26352836459373,50.2284815664111,793,239,1551,239,476,0.281205673758865,0.168794326241135,0.55,71.7074468085106,43.0425531914894,140.25
240,62079,5324,24302,672.915534618683,-78.1,21.9,240,240,5.64348615116221,50.7180071106851,2182,240,6327,240,2732,0.19411084423094,0.24303887554488,0.562850280224179,49.4982652788898,61.9749132639445,143.526821457166
241,62003,8605,27769,1189.13584865391,-69,31,241,241,5.50851565543668,50.6810266124043,2108,241,7321,241,5899,0.137526096033403,0.384851252609603,0.477622651356994,35.0691544885177,98.1370694154488,121.793776096033
242,62063,103660,195576,2818.43063062385,-47,53,242,242,5.59470096473212,50.6302714448646,33659,242,26665,242,68753,0.260766829102009,0.532651053247286,0.206582117650705,66.4955414210123,135.826018578058,52.6784400009297
243,62099,3808,16302,600.717810247608,-76.6,23.4,243,243,5.73741527479907,50.6345000820479,1604,243,4590,243,1924,0.197585612219759,0.2370041882237,0.565410199556541,50.3843311160384,60.4360679970436,144.179600886918
244,25084,2075,8249,162.33808085137,-74.8,25.2,244,244,4.79652380734414,50.6278617524063,833,244,2344,244,883,0.205172413793103,0.217487684729064,0.577339901477833,52.3189655172414,55.4593596059113,147.221674876847
245,71020,2922,9352,257.667850270954,-68.8,31.2,245,245,5.09236262572723,50.9534392670083,998,245,2609,245,1570,0.192775738844891,0.303264438864207,0.503959822290902,49.1578134054472,77.3324319103728,128.50975468418
246,24033,3560,14186,464.072584014116,-74.9,25.1,246,246,4.64371011717521,50.9684497949311,1374,246,4569,246,1788,0.177726038028716,0.23127667830811,0.590997283663174,45.3201396973225,58.9755529685681,150.704307334109
247,25120,1168,8387,166.09433072738,-86.1,13.9,247,247,4.97172926556272,50.683160213294,674,247,2481,247,255,0.197653958944282,0.0747800586510264,0.727565982404692,50.4017595307918,19.0689149560117,185.529325513196
248,23009,369,2171,109.778736935711,-83,17,248,248,3.92753898511973,50.7093396679366,247,248,461,248,83,0.312262958280657,0.104930467762326,0.582806573957016,79.6270543615676,26.7572692793932,148.615676359039
249,51065,2150,11439,101.730660060165,-81.2,18.8,249,249,3.59694655100918,50.6786034844591,1330,249,2997,249,627,0.268469923294308,0.126564392410174,0.604965684295519,68.4598304400484,32.2739200645943,154.266249495357
250,25110,11064,29731,1413.86812939316,-62.8,37.2,250,250,4.4061085103477,50.708050534277,3184,250,6507,250,7153,0.189028734267395,0.424661600569936,0.386309665162669,48.2023272381857,108.288708145334,98.5089646164806
251,63003,2141,4138,48.2691440814587,-48.3,51.7,251,251,5.85353119470716,50.6962211713617,653,251,891,251,1308,0.228962131837307,0.458625525946704,0.312412342215989,58.3853436185133,116.94950911641,79.6651472650771
252,57094,3992,13514,183.7834184355,-70.5,29.5,252,252,3.62753783149758,50.5878676272289,1686,252,3338,252,1989,0.240410665906174,0.28361614145159,0.475973192642236,61.3047198060744,72.3221160701554,121.37316412377
253,61063,780,3918,161.819274881138,-80.1,19.9,253,253,5.30522392487323,50.6060241377538,348,253,1014,253,227,0.219005663939585,0.142857142857143,0.638137193203272,55.8464443045941,36.4285714285714,162.724984266834
254,25072,16519,26819,442.543632353383,-38.4,61.6,254,254,4.33112201567688,50.5979845915906,3584,254,6558,254,11998,0.161878952122855,0.541915085817525,0.296205962059621,41.2791327913279,138.188346883469,75.5325203252033
255,63079,21292,55936,371.702286828945,-61.9,38.1,255,255,5.85787813063591,50.5836719980721,7987,255,8495,255,12078,0.279656862745098,0.422899159663866,0.297443977591036,71.3125,107.839285714286,75.8482142857143
256,51012,837,3501,123.26225221858,-76.1,23.9,256,256,3.87258352570646,50.6052300569903,274,256,833,256,390,0.183032732130929,0.260521042084168,0.556446225784903,46.6733466933868,66.4328657314629,141.89378757515
257,23050,4288,18418,528.971758514311,-76.7,23.3,257,257,4.31794701475097,50.9654475654488,1801,257,6141,257,1927,0.182490627216537,0.195257878204479,0.622251494578985,46.5351099402168,49.7907589421421,158.674131117641
